,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-adp-11,29.932457502078243,16.80501425263269,29.932457502078243,16.80501425263269,14.692032566684981,12.73204997942111,28.154635647815667,17.60198955390484,112.0,29.177718832891248,10080.0,29.177718832891248,349.8572192740721,10.949823882245816,77008.74284528148,16.346594112669845,5.6,4.235563716909475,504.0,381.20073452185267,17.492860963703606,15.940648283113505,3850.437142264074,2800.644731864136
idm-tracker-7,16.52387574585717,21.34593722178661,16.52387574585717,21.34593722178661,13.20271238210213,21.364215460193265,18.549474687043716,21.203869068806995,44.0,10.079575596816976,3960.0,10.079575596816976,296.0034754479106,5.173343717535822,40782.650488463456,9.37464449559114,2.2,1.3638181696985856,198.0,122.74363527287271,14.80017377239553,22.3299747889594,2039.1325244231728,1362.0206980756993
idm-tracker-8,10.91408428173134,12.16091688711911,10.91408428173134,12.16091688711911,9.011813554805304,9.525923597585622,14.718931587943029,15.820681086318437,30.0,5.305039787798409,2700.0,5.305039787798409,200.3999805434058,1.3497971261633952,33025.16747787164,3.4857983985660277,1.5,1.2449899597988732,135.0,112.0490963818986,10.01999902717029,9.902651101263023,1651.258373893582,1632.6908129460505
idm-tracker-9,10.9115169703018,11.125355526106548,10.9115169703018,11.125355526106548,6.757789489915446,7.226355845199092,14.068348999589736,17.096150118479805,32.0,1.5915119363395225,2880.0,1.5915119363395225,152.18801209235403,2.367584346751219,31522.172080923683,0.9498615482093341,1.6,1.0677078252031311,144.0,96.0937042682818,7.609400604617702,7.715207951189053,1576.1086040461842,1708.3543058444243
idm-tracker-10,12.40822872947486,11.642547896375065,12.40822872947486,11.642547896375065,8.219423604907718,6.90272321481347,18.39068084240234,11.913090986174375,39.0,7.6923076923076925,3510.0,7.6923076923076925,187.50552567472516,2.6129345479722597,45481.15436707782,7.42554917406542,1.95,1.499166435056495,175.5,134.92497915508454,9.375276283736259,6.899309225169838,2274.057718353891,1265.5301536232541
idm-tracker-11,5.812553867700927,6.049080205270285,5.812553867700927,6.049080205270285,10.451194458733179,10.003104702634898,13.994989926927527,14.168707946352441,22.0,2.6525198938992043,1980.0,2.6525198938992043,238.74378229473552,2.5752419850172052,39737.53616086315,1.1188833818156751,1.1,1.2609520212918492,99.0,113.48568191626643,11.937189114736777,11.368791436720093,1986.8768080431576,1873.6228644704859
ByteTrack-7,35.48970852848562,21.796317109279563,35.48970852848562,21.796317109279563,28.23332523696758,25.505785532931775,41.70659043832474,61.53735282482034,118.0,31.29973474801061,10620.0,31.29973474801061,676.9677859365094,25.603129709827293,93095.62243360849,1.3895059560344738,5.9,3.315116890850155,531.0,298.36052017651394,33.84838929682547,29.82752374047658,4654.781121680424,5881.017348901145
ByteTrack-8,23.01607197841718,18.962039035431438,23.01607197841718,18.962039035431438,17.739831677699947,14.225292282686503,27.598917556855973,22.4004760372166,80.0,18.56763925729443,7200.0,18.56763925729443,417.3237995119811,16.48786992755124,73924.27878466356,4.562154867007593,4.0,3.646916505762094,360.0,328.2224855185884,20.866189975599056,16.600583803591437,3696.2139392331783,3418.400034031354
ByteTrack-9,22.297130110171903,14.761735152638266,22.297130110171903,14.761735152638266,19.645403737376743,14.635016262285511,32.433260004047966,24.274879314370423,78.0,13.26259946949602,7020.0,13.26259946949602,483.4273528979332,19.016311059442728,87892.54136121194,11.629376052238076,3.9,2.8442925306655784,351.0,255.98632775990205,24.17136764489666,19.912135196195628,4394.627068060598,3300.8198337728804
ByteTrack-10,29.536748008613337,23.127737758738256,29.536748008613337,23.127737758738256,30.398967518740875,24.17097253695877,35.562357578636075,30.815183096236222,96.0,24.93368700265252,8640.0,24.93368700265252,719.4173677228595,29.528775153508068,84349.69967647006,6.251278948901048,4.8,3.280243893371345,432.0,295.22195040342103,35.970868386142975,28.284531925339135,4217.484983823503,2905.5402790319367
ByteTrack-11,20.32137685585828,17.962217803114505,20.32137685585828,17.962217803114505,20.38942001951076,13.872239006640692,22.01337403898291,19.341457478761637,69.0,17.24137931034483,6210.0,17.24137931034483,496.8250831027738,19.683646995443763,60362.702642945325,5.117555459848766,3.45,3.2167530212933664,310.5,289.507771916403,24.841254155138692,18.819135524496996,3018.135132147266,2918.5277009055653
deepsort-7,25.458473423721102,22.06395594906059,25.458473423721102,22.06395594906059,22.93261196452836,20.241319298257594,25.539511804127393,22.41244434645274,79.0,18.30238726790451,7110.0,18.30238726790451,532.5609620114147,20.693576021523032,60019.31563882774,1.0859864112732003,3.95,2.692118125194361,355.5,242.29063126749247,26.628048100570737,21.45432459868371,3000.965781941387,1978.0473685817476
deepsort-8,17.959721380270913,15.546860592578795,17.959721380270913,15.546860592578795,22.936111902674288,12.773334380929017,29.726263558129904,21.49321269017985,57.0,9.283819628647215,5130.0,9.283819628647215,543.6218208433942,21.915727620447008,80355.31486821065,20.406291148153077,2.85,2.43464576478797,256.5,219.11811883091733,27.181091042169708,14.391178457195007,4017.7657434105327,3309.418052505718
deepsort-9,17.406284758413243,16.60682509338604,17.406284758413243,16.60682509338604,16.825273379157455,10.81897843813586,30.290174109274517,20.148494316815096,55.0,6.10079575596817,4950.0,6.10079575596817,410.7554291513523,15.529791756410923,81540.84827773934,15.882821300400265,2.75,2.896118091514916,247.5,260.65062823634247,20.537771457567615,14.529521013105004,4077.0424138869666,3013.2105243748047
deepsort-10,19.582351149882108,15.969709116948074,19.582351149882108,15.969709116948074,22.0903283231515,15.982539191298613,27.188109887137028,17.993854312544702,63.0,11.936339522546419,5670.0,11.936339522546419,518.1914000821159,21.196360809764208,77185.3567328905,13.436986412454184,3.15,2.7253440149823285,283.5,245.2809613484096,25.909570004105795,18.6209385778645,3859.2678366445252,2991.944226729976
deepsort-11,15.263739829142304,16.674492355902597,15.263739829142304,16.674492355902597,18.685108927593156,8.693159274917615,29.885892788063813,25.41421182432667,50.0,6.36604774535809,4500.0,6.36604774535809,447.0078339817068,15.89623462065638,74924.73429667707,13.419715179487614,2.5,2.8548204847240397,225.0,256.93384362516355,22.350391699085343,10.70702883529481,3746.2367148338535,2859.298720227722
