,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
idm-tracker-9,39.32505793095885,29.053019896508673,39.32505793095885,29.053019896508673,21.97644375688215,33.78541991508174,42.60916031010394,29.57725593224158,122.0,34.18803418803419,10980.0,34.18803418803419,430.21797028121216,12.697588720973686,92622.75212331876,31.86152037074182,6.1,4.060788100849391,549.0,365.47092907644515,21.510898514060607,32.130533653087156,4631.1376061659375,2710.8653631546454
idm-tracker-10,40.64009826301768,28.227700636486674,40.64009826301768,28.227700636486674,18.732924394149318,34.418808524461575,39.88316395100138,28.772841159039594,126.0,35.8974358974359,11340.0,35.8974358974359,352.5286660043659,11.691716913763877,87427.89843194418,34.8256360582071,6.3,4.34856298103178,567.0,391.3706682928602,17.626433300218295,32.45775884708151,4371.394921597209,2976.8880987480497
idm-tracker-11,35.64900467145538,26.578129101700497,35.64900467145538,26.578129101700497,21.970456573292655,31.31212102587845,37.19865351814397,28.421417666741206,110.0,31.33903133903134,9900.0,31.33903133903134,436.78898509942263,1.7920293005736803,80850.92738334488,31.17445088963601,5.5,3.968626966596886,495.0,357.1764269937197,21.839449254971132,28.42913872990643,4042.546369167244,2860.7959508035287
ByteTrack-7,62.406665864077084,29.39376056564475,62.406665864077084,29.39376056564475,24.533077894184885,33.32703195870408,59.77908805173856,29.766210589036195,223.0,63.53276353276353,20070.0,63.53276353276353,500.0276983608679,18.610814978468287,148447.61603500898,59.131956074272566,11.15,7.938986081358248,1003.5,714.5087473222424,25.001384918043392,32.18523266204256,7422.380801750449,4975.662098259776
ByteTrack-8,60.952113032170374,27.42572223274063,60.952113032170374,27.42572223274063,24.690952657696453,34.23478090726698,60.786230906466585,27.40658183407962,214.0,60.96866096866097,19260.0,60.96866096866097,499.1045717295195,12.439383146005918,153197.5692598375,61.024031090008556,10.7,7.1000000000000005,963.0,639.0,24.955228586475975,33.27806544866578,7659.8784629918755,5014.853763508449
ByteTrack-9,60.49208384326671,28.026366005813365,60.49208384326671,28.026366005813365,29.544754186818032,33.810506143388416,57.406589692461544,30.88040599258099,218.0,62.10826210826211,19620.0,62.10826210826211,626.8363256457524,13.917854044846539,147415.32551899567,58.10463195252083,10.9,7.892401408950257,981.0,710.3161268055231,31.341816282287617,33.79852965348395,7370.766275949783,5504.60913599757
ByteTrack-10,56.12372523438803,27.62960175693866,56.12372523438803,27.62960175693866,26.081433527980032,36.20171875341443,56.99694221402613,27.29978727375543,193.0,54.98575498575499,17370.0,54.98575498575499,545.5963754165336,8.081558128473755,141102.43563262795,56.20610993061492,9.65,6.605111656891199,868.5,594.4600491202079,27.279818770826683,37.440069269163374,7055.121781631397,4461.500273511742
ByteTrack-11,60.98753496472589,29.26014032935553,60.98753496472589,29.26014032935553,31.5582013771667,38.14841884929792,60.22681459741919,29.32759572019396,216.0,61.53846153846154,19440.0,61.53846153846154,684.2700264728036,8.550804769174235,151975.71076944828,60.53732147140726,10.8,7.801281945936834,972.0,702.1153751343151,34.21350132364018,42.324384316423945,7598.785538472414,5321.136691449448
deepsort-7,36.10630275401386,28.4057760982,36.10630275401386,28.4057760982,31.6956084842463,79.81779344039181,36.16505769579906,27.692684118211833,135.0,38.46153846153846,12150.0,38.46153846153846,432.8930577155293,10.213164803900737,82306.41682454292,31.710564084733356,6.75,6.339361166552983,607.5,570.5425049897685,21.644652885776466,29.457003201020246,4115.320841227146,3577.222607048519
deepsort-8,34.47738043348451,26.17043948284025,34.47738043348451,26.17043948284025,30.21332567476435,78.17387561001591,32.942826537186086,24.879258758675984,127.0,33.903133903133906,11430.0,33.903133903133906,410.64305296324835,7.724050294634458,74777.49541278809,25.602648361633424,6.35,5.534211777660843,571.5,498.079059989476,20.532152648162416,24.095650256804632,3738.8747706394047,3176.8699017623394
deepsort-9,36.41432702579163,28.774739792955188,36.41432702579163,28.774739792955188,38.01148861595672,86.08789222468609,42.596372993714034,33.43124766938044,134.0,35.8974358974359,12060.0,35.8974358974359,563.8710451323694,14.408352454627922,91600.11621004924,21.86554282083031,6.7,6.1975801729384665,603.0,557.782215564462,28.19355225661847,32.80973550272016,4580.005810502462,3225.408618565133
deepsort-10,38.56638330284791,30.96511069264175,38.56638330284791,30.96511069264175,37.79323769379698,80.50944422598113,38.53603022480713,29.8123885463889,131.0,35.042735042735046,11790.0,35.042735042735046,579.1772497121035,17.252824387414694,80347.52526445976,26.673496242087047,6.55,5.398842468529713,589.5,485.8958221676741,28.958862485605174,35.66129175469937,4017.376263222988,2811.6735302831235
deepsort-11,37.67746997213935,28.481100193365815,37.67746997213935,28.481100193365815,32.39013565625692,79.338124762855,38.46468971490139,28.480889014495354,142.0,38.74643874643875,12780.0,38.74643874643875,447.9132279495523,9.725650240084592,86814.57641432485,29.905107518819413,7.1,6.594694837519019,639.0,593.5225353767117,22.395661397477618,27.880935687079848,4340.728820716243,3857.45512650287
