,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-adp-7,85.8087554466231,18.565674865959572,85.8087554466231,18.565674865959572,62.403939423579935,38.25071788926108,73.09369201888671,32.063016954035966,288.0,87.8048780487805,25920.0,87.8048780487805,1867.6187079297756,62.14030235048669,138035.9261217394,62.99972582427138,14.4,7.638062581571324,1296.0,687.4256323414191,93.38093539648878,64.60277724353504,6901.796306086971,3959.931825906616
sort-adp-8,82.24146421389068,24.81433107308525,82.24146421389068,24.81433107308525,46.01368357426762,39.71334164557016,80.35651863039763,24.613501309952213,279.0,85.0609756097561,25110.0,85.0609756097561,1397.2959067934114,36.25911386213984,167887.38796819834,81.33139707862544,13.95,7.513155129504515,1255.5,676.1839616554063,69.86479533967056,63.38752881495559,8394.369398409917,4531.4467459857005
sort-adp-9,81.01288927575692,25.5985546616885,81.01288927575692,25.5985546616885,48.80250816355694,35.0016369532494,75.9933503372596,27.05284901061841,280.0,85.36585365853658,25200.0,85.36585365853658,1462.6392154847197,47.47971992972132,160655.19228616683,76.52383752120645,14.0,8.130190649671137,1260.0,731.7171584704024,73.13196077423598,58.68544492071155,8032.759614308341,5099.363974589319
sort-adp-10,84.47640288632935,19.255849789395793,84.47640288632935,19.255849789395793,50.48943755430024,35.16381594755473,79.18375769152541,25.57610187898799,287.0,87.5,25830.0,87.5,1548.231627572632,44.051406204668936,168559.170971769,81.70926723196743,14.35,8.235745260752058,1291.5,741.2170734676853,77.41158137863161,59.759428392962015,8427.958548588449,5156.56012183731
sort-adp-11,74.82783270650917,26.677548891934908,74.82783270650917,26.677548891934908,49.532317273058,34.42576512892613,97.54056679173138,97.7478545930582,252.0,75.0,22680.0,75.0,1446.119501199009,43.29592753234373,234194.41833786602,8.663362697040853,12.6,8.151073548925932,1134.0,733.596619403334,72.30597505995044,55.159147430741,11709.7209168933,17955.492653278554
idm-tracker-7,29.91823157564257,21.002333407916943,29.91823157564257,21.002333407916943,9.559862109822962,5.0910626177131535,26.380091296521933,20.705368094113123,87.0,25.914634146341463,7830.0,25.914634146341463,293.3474771547859,5.6019695297242,45533.61494950953,20.892944777856652,4.35,2.797766966707556,391.5,251.79902700368007,14.667373857739296,9.907748569423541,2276.6807474754764,1444.760234600977
idm-tracker-8,28.06161459799231,23.29475041599823,28.06161459799231,23.29475041599823,8.445721220712084,5.882072698534876,26.33793720802018,22.922778335024844,80.0,24.390243902439025,7200.0,24.390243902439025,255.23864248870495,4.183427664395667,46347.53820017317,21.06547176896077,4.0,3.255764119219941,360.0,293.0187707297947,12.761932124435248,9.906867915561532,2317.3769100086583,1872.254185267806
idm-tracker-9,28.132227740296628,20.90424685813483,28.132227740296628,20.90424685813483,9.670308115589396,13.11931082290347,24.10939671008421,20.49831513546187,81.0,23.475609756097562,7290.0,23.475609756097562,255.00743979317863,6.114606507436712,40941.51654477716,15.806900167483835,4.05,2.9744747435471695,364.5,267.70272691924526,12.750371989658932,13.088692611187009,2047.075827238858,1593.3643524634538
idm-tracker-10,30.776950732446085,20.369586565265823,30.776950732446085,20.369586565265823,8.52068204337083,7.722293378219573,31.393296155827027,22.09939070833065,92.0,25.0,8280.0,25.0,255.76376798897275,5.460365151374668,58055.273800421855,19.306755250471753,4.6,3.2310988842807027,414.0,290.7988995852632,12.788188399448638,10.642104930673641,2902.7636900210928,2142.8679692007818
idm-tracker-11,16.211880321690693,13.311379923091874,16.211880321690693,13.311379923091874,9.628309403086908,9.368638454856375,20.57324056261219,29.473707138529303,42.0,1.2195121951219512,3780.0,1.2195121951219512,279.30761696670106,6.831440813410628,40475.80724877783,10.52841266242784,2.1,1.374772708486752,189.0,123.72954376380768,13.965380848335053,13.267051408850701,2023.7903624388916,3018.7565287110874
ByteTrack-7,69.90406595969677,24.686194949805408,69.90406595969677,24.686194949805408,37.34027576189619,27.665177284373534,57.85507760077097,29.995667954772525,243.0,74.08536585365853,21870.0,74.08536585365853,1146.216181227703,38.544652049613866,119096.47330431186,54.81896186990372,12.15,6.886762664706835,1093.5,619.8086398236152,57.31080906138514,51.58350931009993,5954.823665215593,3679.0394448631923
ByteTrack-8,71.10266277410241,23.308155667312906,71.10266277410241,23.308155667312906,33.4625548538521,26.317668334044917,62.32740742428227,25.67088516269715,239.0,72.86585365853658,21510.0,72.86585365853658,1052.0504088975877,34.194380657791555,126231.3174411053,61.15408231182111,11.95,6.336205489092031,1075.5,570.2584940182829,52.60252044487938,50.31841999796136,6311.565872055266,3245.7112038181535
ByteTrack-9,65.79070362758442,25.911927719351258,65.79070362758442,25.911927719351258,38.063898393463326,31.97964357528598,53.72291041161749,30.640712370120593,224.0,68.29268292682927,20160.0,68.29268292682927,1226.8297902878194,41.41035079476721,105191.2184175854,49.49834165865368,11.2,6.539113089708726,1008.0,588.5201780737854,61.34148951439097,62.98283922854399,5259.56092087927,3256.3922864872115
ByteTrack-10,71.37387097623164,24.046478318037234,71.37387097623164,24.046478318037234,35.711099430115055,29.645535386398784,67.66887927144133,31.326765234906027,246.0,75.0,22140.0,75.0,1107.0520469797143,36.24696741407212,137197.88561105504,54.90143010035737,12.3,7.0078527381787925,1107.0,630.7067464360913,55.35260234898571,53.151986605394455,6859.894280552752,3763.3931518580157
ByteTrack-11,55.68321450006822,27.752308830726786,55.68321450006822,27.752308830726786,38.37952760762574,30.074761240059466,61.853756061463955,61.06932635416556,189.0,53.353658536585364,17010.0,53.353658536585364,1228.1279126866905,41.45416755267228,121153.04709648332,17.040658914932017,9.45,6.208663302193154,850.5,558.7796971973838,61.40639563433452,60.635311449652576,6057.652354824166,5319.798410221657
deepsort-7,58.57588381475765,28.78159566908516,58.57588381475765,28.78159566908516,35.7491919959321,26.975317526994708,51.770771745755624,29.04592866748219,208.0,63.41463414634146,18720.0,63.41463414634146,1093.7484132869195,36.918328715188395,100641.5191901961,39.03250866436127,10.4,6.865857557508749,936.0,617.9271801757874,54.68742066434597,50.64814839805678,5032.075959509804,3455.603805013975
deepsort-8,59.88484571485733,25.497165445742883,59.88484571485733,25.497165445742883,33.635193378046395,27.977774529302696,46.80357759903387,29.557507404027923,203.0,61.890243902439025,18270.0,61.890243902439025,1057.5817784511669,34.791268404856304,92291.94844223741,44.18624583817529,10.15,6.310903263400573,913.5,567.9812937060516,52.879088922558346,52.541820680712426,4614.59742211187,3119.5690348363923
deepsort-9,60.52335599413772,26.31227272072475,60.52335599413772,26.31227272072475,33.342042305594866,27.518935551376227,51.22204636150923,25.843738338224696,206.0,62.80487804878049,18540.0,62.80487804878049,1073.097646406741,35.664343605777326,106533.30574380641,45.916462410366016,10.3,6.4195015382816125,927.0,577.7551384453452,53.65488232033705,54.23904811268184,5326.665287190321,3381.411488084442
deepsort-10,60.97408724817781,25.154162117287584,60.97408724817781,25.154162117287584,31.578528663128118,28.150702513023525,53.12820485171231,26.809289030966294,213.0,64.9390243902439,19170.0,64.9390243902439,996.7807295001179,33.59167719893846,112917.42017680441,49.89050390918498,10.65,6.672892925860567,958.5,600.560363327451,49.8390364750059,53.26938989215377,5645.87100884022,3830.8420313987835
deepsort-11,50.17250365876528,27.322076062324083,50.17250365876528,27.322076062324083,32.99814790499196,25.142046330681243,46.161821370298675,35.72841937235879,170.0,48.170731707317074,15300.0,48.170731707317074,1044.2363335188616,35.24710047472256,89723.53872113871,19.359117183305248,8.5,5.4359911699707535,765.0,489.2392052973678,52.211816675943076,49.35261768731581,4486.176936056936,3653.5010238078385
