,Relative error mean Counts,Relative error std Counts,Relative error mean Flows,Relative error std Flows,Relative error mean Speeds,Relative error std Speeds,Relative error mean Densities,Relative error std Densities,Cummulative error mean Counts,Cummulative error absolute Counts,Cummulative error mean Flows,Cummulative error absolute Flows,Cummulative error mean Speeds,Cummulative error absolute Speeds,Cummulative error mean Densities,Cummulative error absolute Densities,Absolute error mean Counts,Absolute error std Counts,Absolute error mean Flows,Absolute error std Flows,Absolute error mean Speeds,Absolute error std Speeds,Absolute error mean Densities,Absolute error std Densities
sort-adp-7,42.73605938486927,19.340207340096615,42.73605938486927,19.340207340096615,18.412524852664497,22.153135769173264,35.55609665429505,20.656524131722907,146.0,37.72609819121447,13140.0,37.72609819121447,438.19633029740993,16.65668040155009,89342.92898072866,26.34226510099381,7.3,3.2878564445547194,657.0,295.90708000992475,21.909816514870496,28.920286823308533,4467.146449036432,2181.7318980357413
sort-adp-8,40.01662508884092,20.01066405018251,40.01662508884092,20.01066405018251,14.20564004412473,11.71859148076824,31.5899521191515,19.915318797354654,149.0,38.50129198966408,13410.0,38.50129198966408,318.8223954578041,13.032744023149835,83585.19801038742,26.57810052821575,7.45,3.398161267509239,670.5,305.8345140758315,15.941119772890204,12.603583819516945,4179.2599005193715,2425.7022089329216
sort-adp-9,37.41387152439135,16.998716083314143,37.41387152439135,16.998716083314143,14.55345985507893,11.97412774795327,30.665922165545272,16.638050825288623,144.0,37.2093023255814,12960.0,37.2093023255814,319.12166542066745,12.81982151860069,84941.74165441384,23.721561385993937,7.2,3.54400902933387,648.0,318.9608126400483,15.956083271033373,11.954861557987426,4247.087082720692,2288.539490125972
sort-adp-10,41.071222822449386,19.136419800247964,41.071222822449386,19.136419800247964,19.69493791321824,21.27162485682637,32.68046050658243,20.179184528225942,140.0,36.17571059431525,12600.0,36.17571059431525,460.07825102397413,18.578094079543348,82938.0428041951,23.131353752516606,7.0,3.331666249791536,630.0,299.84996248123826,23.003912551198706,28.018018518984643,4146.902140209755,2009.185697848502
sort-adp-11,38.15129872175305,17.71191400137292,38.15129872175305,17.71191400137292,14.54707305099899,15.500197270897683,32.54520859924084,20.955526620680114,147.0,37.98449612403101,13230.0,37.98449612403101,315.8284033902687,12.81671368810505,90043.29009442926,22.25410037630362,7.35,3.453621287865825,661.5,310.82591590792424,15.791420169513435,16.110360326732167,4502.164504721463,3037.30064463001
idm-tracker-7,5.835864835811457,6.011383237521524,5.835864835811457,6.011383237521524,3.9310798724554656,5.669346834537421,7.91712421987882,6.921376297453935,25.0,5.426356589147287,2250.0,5.426356589147287,94.3485462446342,2.4697508745102414,21260.842413458562,3.384630672941407,1.25,1.479019945774904,112.5,133.11179511974137,4.7174273122317105,6.783655895687395,1063.0421206729281,1037.6640441352836
idm-tracker-8,7.262934711906821,6.192388176372749,7.262934711906821,6.192388176372749,4.8706947453177305,4.2142460022513015,10.47390177219145,7.092390808548593,32.0,5.684754521963824,2880.0,5.684754521963824,121.38380493465527,0.8876691808424021,30393.909758079924,4.810422664907445,1.6,1.4966629547095767,144.0,134.6996659238619,6.069190246732764,5.766015009119405,1519.6954879039963,1262.4828634796265
idm-tracker-9,6.245201599853222,5.139456705417249,6.245201599853222,5.139456705417249,5.368854151516958,4.7368363409451115,6.985383498989066,7.048533010928784,25.0,3.359173126614987,2250.0,3.359173126614987,130.8024379100483,3.468670705235442,16089.953244814835,1.3885159305714185,1.25,1.0428326807307104,112.5,93.85494126576394,6.5401218955024145,6.3169886342732955,804.4976622407418,646.4570728189308
idm-tracker-10,5.135085079519984,3.545960081827396,5.135085079519984,3.545960081827396,5.819957241912006,5.339531147318351,8.320238848560136,6.5960242339056565,22.0,3.6175710594315245,1980.0,3.6175710594315245,144.01059789783704,4.496270379137091,23828.290296390984,0.1983631051927568,1.1,0.8306623862918076,99.0,74.75961476626267,7.200529894891853,7.226306659341083,1191.4145148195491,1057.1101388948014
idm-tracker-11,5.4763033446710185,5.502077832535818,5.4763033446710185,5.502077832535818,5.733892556223263,4.494218553744236,8.493153458671939,5.897690786980051,22.0,4.134366925064599,1980.0,4.134366925064599,135.37898646123904,1.7731794472727092,23053.711362798036,3.1146947916162735,1.1,1.1789826122551597,99.0,106.10843510296436,6.7689493230619515,5.862047403299095,1152.6855681399018,802.4353387646532
ByteTrack-7,36.63284483492684,21.95174685884275,36.63284483492684,21.95174685884275,27.918855392558545,21.51416072797109,19.500823983968036,22.73912538555742,116.0,28.42377260981912,10440.0,28.42377260981912,690.1018632359298,28.990540971766517,40756.47399018982,6.500941519410097,5.8,2.9597297173897483,522.0,266.37567456507736,34.505093161796495,31.133091057305442,2037.823699509491,1645.0404420361742
ByteTrack-8,36.12612862566214,22.466266359042987,36.12612862566214,22.466266359042987,25.428400767593004,19.569450465690053,23.368377384777244,25.282123811003824,120.0,28.42377260981912,10800.0,28.42377260981912,635.3168082809821,26.68907148599454,54518.17462205343,9.389501928876165,6.0,3.449637662132068,540.0,310.4673895918861,31.7658404140491,27.63719650859177,2725.9087311026715,2694.71537826677
ByteTrack-9,31.288311200919527,25.03112191864269,31.288311200919527,25.03112191864269,28.206163589518848,21.569544986757826,30.629172155833537,28.373554870381366,100.0,24.8062015503876,9000.0,24.8062015503876,695.7028860745162,28.946682236228458,72018.45330742837,2.01566426979852,5.0,3.9115214431215892,450.0,352.03692988094303,34.78514430372581,29.486473539877732,3600.9226653714186,3245.244613784512
ByteTrack-10,31.91594658714427,23.4268579406402,31.91594658714427,23.4268579406402,23.71816693523946,21.001186088374663,25.21378453818446,23.55688333286159,102.0,24.289405684754524,9180.0,24.289405684754524,581.294410135268,24.419640507366694,57034.90291594776,3.2487831216768317,5.1,3.374907406137241,459.0,303.74166655235166,29.0647205067634,28.971990978140102,2851.745145797388,2540.5480901669985
ByteTrack-11,36.3268368378178,24.62261473774029,36.3268368378178,24.62261473774029,28.41729347528002,22.735106399911043,29.680716963519,24.701003296605272,117.0,30.232558139534884,10530.0,30.232558139534884,705.1607044716765,29.623148963556552,72002.8775588255,5.614248459628267,5.85,3.902242944769072,526.5,351.2018650292165,35.258035223583825,30.807707771598263,3600.1438779412747,2929.632805683169
deepsort-7,39.79020992974929,23.936917717017675,39.79020992974929,23.936917717017675,31.48901395113963,21.09263278296133,29.5719907876287,24.177315682291304,130.0,33.59173126614987,11700.0,33.59173126614987,765.353415733693,32.151789089031226,71216.67631433951,4.1240083142543655,6.5,3.7080992435478315,585.0,333.72893191930484,38.267670786684654,28.649216100293835,3560.8338157169756,3005.500415778266
deepsort-8,39.564090611019935,21.341386074195558,39.564090611019935,21.341386074195558,31.66326879412886,20.72482563225327,23.85711870517709,22.91269859754306,133.0,33.333333333333336,11970.0,33.333333333333336,777.2273776918902,32.650603248193455,59205.11664261,6.775413411478181,6.65,3.320767983464066,598.5,298.869118511766,38.86136888459451,30.13065262514953,2960.2558321305,2650.0084688545144
deepsort-9,42.54166170749714,22.06372046161925,42.54166170749714,22.06372046161925,31.27077768911864,21.51912499103929,28.388013992376152,26.51494225031461,145.0,37.46770025839793,13050.0,37.46770025839793,756.3697622019822,31.77439411350401,67177.86048057786,10.218034883550175,7.25,3.793085815006035,652.5,341.3777233505432,37.81848811009911,28.880567385519942,3358.893024028893,3024.7831894187257
deepsort-10,40.04529933695343,21.812431123064563,40.04529933695343,21.812431123064563,30.319799390750852,22.32889952993718,29.6076297588671,23.36917913193784,136.0,33.07493540051679,12240.0,33.07493540051679,741.4222240783413,31.146461862504843,74556.64526138261,5.058880948723415,6.8,3.5298725189445586,612.0,317.68852670501025,37.07111120391706,31.02140995764604,3727.8322630691305,3097.394172585584
deepsort-11,42.39308467966314,22.617950816607546,42.39308467966314,22.617950816607546,29.80364883044374,21.061766000632495,30.51220336125448,28.474283302919257,144.0,37.2093023255814,12960.0,37.2093023255814,722.8802947499298,30.36753256158923,72571.82679233084,11.803348936627316,7.2,3.9319206502674997,648.0,353.872858524075,36.14401473749649,28.70392527266157,3628.5913396165424,3541.400901130233
